Date,Subscription status,Views
2021-10-27,Not subscribed,0
2021-10-28,Not subscribed,0
2021-10-29,Not subscribed,1
2021-10-30,Not subscribed,1
2021-10-31,Not subscribed,3
2021-11-01,Not subscribed,0
2021-11-02,Not subscribed,0
2021-11-03,Not subscribed,3
2021-11-04,Not subscribed,5
2021-11-05,Not subscribed,11
2021-11-06,Not subscribed,0
2021-11-07,Not subscribed,3
2021-11-08,Not subscribed,3
2021-11-09,Not subscribed,0
2021-11-10,Not subscribed,0
2021-11-11,Not subscribed,1
2021-11-12,Not subscribed,0
2021-11-13,Not subscribed,0
2021-11-14,Not subscribed,1
2021-11-15,Not subscribed,4
2021-11-16,Not subscribed,3
2021-11-17,Not subscribed,2
2021-11-18,Not subscribed,1
2021-11-19,Not subscribed,0
2021-11-20,Not subscribed,6
2021-11-21,Not subscribed,0
2021-11-22,Not subscribed,0
2021-11-23,Not subscribed,2
2021-11-24,Not subscribed,2
2021-11-25,Not subscribed,4
2021-11-26,Not subscribed,0
2021-11-27,Not subscribed,0
2021-11-28,Not subscribed,2
2021-11-29,Not subscribed,1
2021-11-30,Not subscribed,1
2021-12-01,Not subscribed,2
2021-12-02,Not subscribed,0
2021-12-03,Not subscribed,0
2021-12-04,Not subscribed,0
2021-12-05,Not subscribed,3
2021-12-06,Not subscribed,4
2021-12-07,Not subscribed,3
2021-12-08,Not subscribed,2
2021-12-09,Not subscribed,0
2021-12-10,Not subscribed,2
2021-12-11,Not subscribed,0
2021-12-12,Not subscribed,3
2021-12-13,Not subscribed,0
2021-12-14,Not subscribed,1
2021-12-15,Not subscribed,1
2021-12-16,Not subscribed,1
2021-12-17,Not subscribed,2
2021-12-18,Not subscribed,0
2021-12-19,Not subscribed,1
2021-12-20,Not subscribed,0
2021-12-21,Not subscribed,0
2021-12-22,Not subscribed,1
2021-12-23,Not subscribed,0
2021-12-24,Not subscribed,2
2021-12-25,Not subscribed,0
2021-12-26,Not subscribed,2
2021-12-27,Not subscribed,1
2021-12-28,Not subscribed,0
2021-12-29,Not subscribed,0
2021-12-30,Not subscribed,1
2021-12-31,Not subscribed,1
2022-01-01,Not subscribed,0
2022-01-02,Not subscribed,0
2022-01-03,Not subscribed,0
2022-01-04,Not subscribed,1
2022-01-05,Not subscribed,5
2022-01-06,Not subscribed,5
2022-01-07,Not subscribed,3
2022-01-08,Not subscribed,1
2022-01-09,Not subscribed,0
2022-01-10,Not subscribed,2
2022-01-11,Not subscribed,1
2022-01-12,Not subscribed,1
2022-01-13,Not subscribed,1
2022-01-14,Not subscribed,4
2022-01-15,Not subscribed,2
2022-01-16,Not subscribed,1
2022-01-17,Not subscribed,5
2022-01-18,Not subscribed,3
2022-01-19,Not subscribed,2
2022-01-20,Not subscribed,0
2022-01-21,Not subscribed,0
2022-01-22,Not subscribed,3
2022-01-23,Not subscribed,4
2022-01-24,Not subscribed,1
2022-01-25,Not subscribed,4
2022-01-26,Not subscribed,3
2022-01-27,Not subscribed,0
2022-01-28,Not subscribed,5
2022-01-29,Not subscribed,0
2022-01-30,Not subscribed,1
2022-01-31,Not subscribed,2
2022-02-01,Not subscribed,0
2022-02-02,Not subscribed,2
2022-02-03,Not subscribed,3
2022-02-04,Not subscribed,2
2022-02-05,Not subscribed,0
2022-02-06,Not subscribed,4
2022-02-07,Not subscribed,1
2022-02-08,Not subscribed,4
2022-02-09,Not subscribed,2
2022-02-10,Not subscribed,1
2022-02-11,Not subscribed,5
2022-02-12,Not subscribed,5
2022-02-13,Not subscribed,0
2022-02-14,Not subscribed,2
2022-02-15,Not subscribed,0
2022-02-16,Not subscribed,3
2022-02-17,Not subscribed,3
2022-02-18,Not subscribed,0
2022-02-19,Not subscribed,2
2022-02-20,Not subscribed,6
2022-02-21,Not subscribed,35
2022-02-22,Not subscribed,39
2022-02-23,Not subscribed,7
2022-02-24,Not subscribed,1
2022-02-25,Not subscribed,2
2022-02-26,Not subscribed,1
2022-02-27,Not subscribed,22
2022-02-28,Not subscribed,10
2022-03-01,Not subscribed,25
2022-03-02,Not subscribed,8
2022-03-03,Not subscribed,10
2022-03-04,Not subscribed,16
2022-03-05,Not subscribed,15
2022-03-06,Not subscribed,2
2022-03-07,Not subscribed,5
2022-03-08,Not subscribed,2
2022-03-09,Not subscribed,2
2022-03-10,Not subscribed,4
2022-03-11,Not subscribed,2
2022-03-12,Not subscribed,2
2022-03-13,Not subscribed,2
2022-03-14,Not subscribed,8
2022-03-15,Not subscribed,8
2022-03-16,Not subscribed,5
2022-03-17,Not subscribed,12
2022-03-18,Not subscribed,1
2022-03-19,Not subscribed,3
2022-03-20,Not subscribed,3
2022-03-21,Not subscribed,2
2022-03-22,Not subscribed,3
2022-03-23,Not subscribed,3
2022-03-24,Not subscribed,2
2022-03-25,Not subscribed,4
2022-03-26,Not subscribed,19
2022-03-27,Not subscribed,6
2022-03-28,Not subscribed,4
2022-03-29,Not subscribed,6
2022-03-30,Not subscribed,3
2022-03-31,Not subscribed,14
2022-04-01,Not subscribed,10
2022-04-02,Not subscribed,2
2022-04-03,Not subscribed,6
2022-04-04,Not subscribed,17
2022-04-05,Not subscribed,12
2022-04-06,Not subscribed,9
2022-04-07,Not subscribed,7
2022-04-08,Not subscribed,8
2022-04-09,Not subscribed,9
2022-04-10,Not subscribed,5
2022-04-11,Not subscribed,2
2022-04-12,Not subscribed,6
2022-04-13,Not subscribed,6
2022-04-14,Not subscribed,4
2022-04-15,Not subscribed,2
2022-04-16,Not subscribed,4
2022-04-17,Not subscribed,1
2022-04-18,Not subscribed,4
2022-04-19,Not subscribed,13
2022-04-20,Not subscribed,1
2022-04-21,Not subscribed,10
2022-04-22,Not subscribed,5
2022-04-23,Not subscribed,1
2022-04-24,Not subscribed,28
2022-04-25,Not subscribed,15
2022-04-26,Not subscribed,44
2022-04-27,Not subscribed,50
2022-04-28,Not subscribed,33
2022-04-29,Not subscribed,10
2022-04-30,Not subscribed,16
2022-05-01,Not subscribed,22
2022-05-02,Not subscribed,18
2022-05-03,Not subscribed,19
2022-05-04,Not subscribed,23
2022-05-05,Not subscribed,4
2022-05-06,Not subscribed,19
2022-05-07,Not subscribed,5
2022-05-08,Not subscribed,15
2022-05-09,Not subscribed,25
2022-05-10,Not subscribed,39
2022-05-11,Not subscribed,33
2022-05-12,Not subscribed,22
2022-05-13,Not subscribed,13
2022-05-14,Not subscribed,10
2022-05-15,Not subscribed,5
2022-05-16,Not subscribed,14
2022-05-17,Not subscribed,17
2022-05-18,Not subscribed,30
2022-05-19,Not subscribed,27
2022-05-20,Not subscribed,13
2022-05-21,Not subscribed,9
2022-05-22,Not subscribed,13
2022-05-23,Not subscribed,15
2022-05-24,Not subscribed,17
2022-05-25,Not subscribed,8
2022-05-26,Not subscribed,35
2022-05-27,Not subscribed,27
2022-05-28,Not subscribed,5
2022-05-29,Not subscribed,10
2022-05-30,Not subscribed,13
2022-05-31,Not subscribed,11
2022-06-01,Not subscribed,23
2022-06-02,Not subscribed,17
2022-06-03,Not subscribed,13
2022-06-04,Not subscribed,9
2022-06-05,Not subscribed,8
2022-06-06,Not subscribed,3
2022-06-07,Not subscribed,2
2022-06-08,Not subscribed,4
2022-06-09,Not subscribed,2
2022-06-10,Not subscribed,8
2022-06-11,Not subscribed,9
2022-06-12,Not subscribed,19
2022-06-13,Not subscribed,35
2022-06-14,Not subscribed,44
2022-06-15,Not subscribed,48
2022-06-16,Not subscribed,10
2022-06-17,Not subscribed,46
2022-06-18,Not subscribed,23
2022-06-19,Not subscribed,17
2022-06-20,Not subscribed,17
2022-06-21,Not subscribed,43
2022-06-22,Not subscribed,29
2022-06-23,Not subscribed,32
2022-06-24,Not subscribed,22
2022-06-25,Not subscribed,23
2022-06-26,Not subscribed,12
2022-06-27,Not subscribed,16
2022-06-28,Not subscribed,15
2022-06-29,Not subscribed,21
2022-06-30,Not subscribed,16
2022-07-01,Not subscribed,43
2022-07-02,Not subscribed,20
2022-07-03,Not subscribed,5
2022-07-04,Not subscribed,18
2022-07-05,Not subscribed,17
2022-07-06,Not subscribed,40
2022-07-07,Not subscribed,63
2022-07-08,Not subscribed,30
2022-07-09,Not subscribed,28
2022-07-10,Not subscribed,22
2022-07-11,Not subscribed,15
2022-07-12,Not subscribed,34
2022-07-13,Not subscribed,46
2022-07-14,Not subscribed,43
2022-07-15,Not subscribed,27
2022-07-16,Not subscribed,31
2022-07-17,Not subscribed,13
2022-07-18,Not subscribed,27
2022-07-19,Not subscribed,30
2022-07-20,Not subscribed,14
2022-07-21,Not subscribed,25
2022-07-22,Not subscribed,49
2022-07-23,Not subscribed,19
2022-07-24,Not subscribed,12
2022-07-25,Not subscribed,52
2022-07-26,Not subscribed,23
2022-07-27,Not subscribed,29
2022-07-28,Not subscribed,23
2022-07-29,Not subscribed,14
2022-07-30,Not subscribed,29
2022-07-31,Not subscribed,65
2022-08-01,Not subscribed,45
2022-08-02,Not subscribed,22
2022-08-03,Not subscribed,14
2022-08-04,Not subscribed,5
2022-08-05,Not subscribed,5
2022-08-06,Not subscribed,46
2022-08-07,Not subscribed,21
2022-08-08,Not subscribed,173
2022-08-09,Not subscribed,194
2022-08-10,Not subscribed,95
2022-08-11,Not subscribed,103
2022-08-12,Not subscribed,69
2022-08-13,Not subscribed,50
2022-08-14,Not subscribed,27
2022-08-15,Not subscribed,49
2022-08-16,Not subscribed,47
2022-08-17,Not subscribed,20
2022-08-18,Not subscribed,24
2022-08-19,Not subscribed,18
2022-08-20,Not subscribed,21
2022-08-21,Not subscribed,80
2022-08-22,Not subscribed,29
2022-08-23,Not subscribed,37
2022-08-24,Not subscribed,32
2022-08-25,Not subscribed,41
2022-08-26,Not subscribed,29
2022-08-27,Not subscribed,13
2022-08-28,Not subscribed,14
2022-08-29,Not subscribed,39
2022-08-30,Not subscribed,23
2022-08-31,Not subscribed,42
2022-09-01,Not subscribed,29
2022-09-02,Not subscribed,35
2022-09-03,Not subscribed,7
2022-09-04,Not subscribed,19
2022-09-05,Not subscribed,11
2022-09-06,Not subscribed,81
2022-09-07,Not subscribed,25
2022-09-08,Not subscribed,16
2022-09-09,Not subscribed,19
2022-09-10,Not subscribed,16
2022-09-11,Not subscribed,8
2022-09-12,Not subscribed,17
2022-09-13,Not subscribed,23
2022-09-14,Not subscribed,25
2022-09-15,Not subscribed,20
2022-09-16,Not subscribed,30
2022-09-17,Not subscribed,18
2022-09-18,Not subscribed,9
2022-09-19,Not subscribed,12
2022-09-20,Not subscribed,33
2022-09-21,Not subscribed,19
2022-09-22,Not subscribed,55
2022-09-23,Not subscribed,22
2022-09-24,Not subscribed,34
2022-09-25,Not subscribed,140
2022-09-26,Not subscribed,339
2022-09-27,Not subscribed,127
2022-09-28,Not subscribed,53
2022-09-29,Not subscribed,53
2022-09-30,Not subscribed,44
2022-10-01,Not subscribed,6
2022-10-02,Not subscribed,12
2022-10-03,Not subscribed,36
2022-10-04,Not subscribed,82
2022-10-05,Not subscribed,49
2022-10-06,Not subscribed,29
2022-10-07,Not subscribed,31
2022-10-08,Not subscribed,25
2022-10-09,Not subscribed,83
2022-10-10,Not subscribed,28
2022-10-11,Not subscribed,45
2022-10-12,Not subscribed,32
2022-10-13,Not subscribed,13
2022-10-14,Not subscribed,21
2022-10-15,Not subscribed,13
2022-10-16,Not subscribed,15
2022-10-17,Not subscribed,6
2022-10-18,Not subscribed,17
2022-10-19,Not subscribed,6
2022-10-20,Not subscribed,5
2022-10-21,Not subscribed,15
2022-10-22,Not subscribed,14
2022-10-23,Not subscribed,6
2022-10-24,Not subscribed,18
2022-10-25,Not subscribed,20
2022-10-26,Not subscribed,38
2022-10-27,Not subscribed,28
2022-10-28,Not subscribed,25
2022-10-29,Not subscribed,12
2022-10-30,Not subscribed,9
2022-10-31,Not subscribed,36
2022-11-01,Not subscribed,30
2022-11-02,Not subscribed,15
2022-11-03,Not subscribed,15
2022-11-04,Not subscribed,6
2022-11-05,Not subscribed,6
2022-11-06,Not subscribed,8
2022-11-07,Not subscribed,16
2022-11-08,Not subscribed,9
2022-11-09,Not subscribed,8
2022-11-10,Not subscribed,7
2022-11-11,Not subscribed,7
2022-11-12,Not subscribed,2
2022-11-13,Not subscribed,5
2022-11-14,Not subscribed,9
2022-11-15,Not subscribed,7
2022-11-16,Not subscribed,8
2022-11-17,Not subscribed,25
2022-11-18,Not subscribed,10
2022-11-19,Not subscribed,7
2022-11-20,Not subscribed,4
2022-11-21,Not subscribed,4
2022-11-22,Not subscribed,2
2022-11-23,Not subscribed,12
2022-11-24,Not subscribed,3
2022-11-25,Not subscribed,4
2022-11-26,Not subscribed,5
2022-11-27,Not subscribed,0
2022-11-28,Not subscribed,18
2022-11-29,Not subscribed,12
2022-11-30,Not subscribed,3
2022-12-01,Not subscribed,6
2022-12-02,Not subscribed,10
2022-12-03,Not subscribed,2
2022-12-04,Not subscribed,5
2022-12-05,Not subscribed,2
2022-12-06,Not subscribed,2
2022-12-07,Not subscribed,3
2022-12-08,Not subscribed,3
2022-12-09,Not subscribed,5
2022-12-10,Not subscribed,6
2022-12-11,Not subscribed,1
2022-12-12,Not subscribed,4
2022-12-13,Not subscribed,3
2022-12-14,Not subscribed,7
2022-12-15,Not subscribed,6
2022-12-16,Not subscribed,2
2022-12-17,Not subscribed,0
2022-12-18,Not subscribed,1
2022-12-19,Not subscribed,6
2022-12-20,Not subscribed,3
2022-12-21,Not subscribed,0
2022-12-22,Not subscribed,3
2022-12-23,Not subscribed,3
2022-12-24,Not subscribed,0
2022-12-25,Not subscribed,2
2022-12-26,Not subscribed,7
2022-12-27,Not subscribed,3
2022-12-28,Not subscribed,5
2022-12-29,Not subscribed,2
2022-12-30,Not subscribed,3
2022-12-31,Not subscribed,0
2023-01-01,Not subscribed,6
2023-01-02,Not subscribed,2
2023-01-03,Not subscribed,11
2023-01-04,Not subscribed,9
2023-01-05,Not subscribed,9
2023-01-06,Not subscribed,5
2023-01-07,Not subscribed,2
2023-01-08,Not subscribed,1
2023-01-09,Not subscribed,5
2023-01-10,Not subscribed,1
2023-01-11,Not subscribed,3
2023-01-12,Not subscribed,6
2023-01-13,Not subscribed,4
2023-01-14,Not subscribed,4
2023-01-15,Not subscribed,4
2023-01-16,Not subscribed,8
2023-01-17,Not subscribed,13
2023-01-18,Not subscribed,8
2023-01-19,Not subscribed,4
2023-01-20,Not subscribed,5
2023-01-21,Not subscribed,4
2023-01-22,Not subscribed,18
2023-01-23,Not subscribed,12
2023-01-24,Not subscribed,11
2023-01-25,Not subscribed,17
2023-01-26,Not subscribed,26
2023-01-27,Not subscribed,7
2023-01-28,Not subscribed,2
2023-01-29,Not subscribed,6
2023-01-30,Not subscribed,7
2023-01-31,Not subscribed,5
2023-02-01,Not subscribed,5
2023-02-02,Not subscribed,3
2023-02-03,Not subscribed,3
2023-02-04,Not subscribed,3
2023-02-05,Not subscribed,4
2023-02-06,Not subscribed,0
2023-02-07,Not subscribed,1
2023-02-08,Not subscribed,3
2023-02-09,Not subscribed,1
2023-02-10,Not subscribed,3
2023-02-11,Not subscribed,0
2023-02-12,Not subscribed,3
2023-02-13,Not subscribed,0
2023-02-14,Not subscribed,4
2023-02-15,Not subscribed,1
2023-02-16,Not subscribed,2
2023-02-17,Not subscribed,1
2023-02-18,Not subscribed,2
2023-02-19,Not subscribed,2
2023-02-20,Not subscribed,5
2023-02-21,Not subscribed,4
2023-02-22,Not subscribed,1
2023-02-23,Not subscribed,3
2023-02-24,Not subscribed,1
2023-02-25,Not subscribed,71
2023-02-26,Not subscribed,6
2023-02-27,Not subscribed,4
2023-02-28,Not subscribed,1
2023-03-01,Not subscribed,1
2023-03-02,Not subscribed,5
2023-03-03,Not subscribed,3
2023-03-04,Not subscribed,2
2023-03-05,Not subscribed,3
2023-03-06,Not subscribed,7
2023-03-07,Not subscribed,3
2023-03-08,Not subscribed,17
2023-03-09,Not subscribed,7
2023-03-10,Not subscribed,3
2023-03-11,Not subscribed,1
2023-03-12,Not subscribed,4
2023-03-13,Not subscribed,2
2023-03-14,Not subscribed,2
2023-03-15,Not subscribed,1
2023-03-16,Not subscribed,12
2023-03-17,Not subscribed,1
2023-03-18,Not subscribed,1
2023-03-19,Not subscribed,0
2023-03-20,Not subscribed,4
2023-03-21,Not subscribed,2
2023-03-22,Not subscribed,1
2023-03-23,Not subscribed,2
2023-03-24,Not subscribed,5
2023-03-25,Not subscribed,1
2023-03-26,Not subscribed,0
2023-03-27,Not subscribed,2
2023-03-28,Not subscribed,2
2023-03-29,Not subscribed,5
2023-03-30,Not subscribed,3
2023-03-31,Not subscribed,2
2023-04-01,Not subscribed,4
2023-04-02,Not subscribed,1
2023-04-03,Not subscribed,5
2023-04-04,Not subscribed,2
2023-04-05,Not subscribed,2
2023-04-06,Not subscribed,1
2023-04-07,Not subscribed,3
2023-04-08,Not subscribed,0
2023-04-09,Not subscribed,2
2023-04-10,Not subscribed,3
2023-04-11,Not subscribed,3
2023-04-12,Not subscribed,1
2023-04-13,Not subscribed,3
2023-04-14,Not subscribed,2
2023-04-15,Not subscribed,4
2023-04-16,Not subscribed,6
2023-04-17,Not subscribed,8
2023-04-18,Not subscribed,10
2023-04-19,Not subscribed,3
2023-04-20,Not subscribed,3
2023-04-21,Not subscribed,1
2023-04-22,Not subscribed,6
2023-04-23,Not subscribed,2
2023-04-24,Not subscribed,0
2023-04-25,Not subscribed,14
2023-04-26,Not subscribed,7
2023-04-27,Not subscribed,6
2023-04-28,Not subscribed,5
2023-04-29,Not subscribed,0
2023-04-30,Not subscribed,3
2023-05-01,Not subscribed,6
2023-05-02,Not subscribed,1
2023-05-03,Not subscribed,5
2023-05-04,Not subscribed,2
2023-05-05,Not subscribed,2
2023-05-06,Not subscribed,2
2023-05-07,Not subscribed,1
2023-05-08,Not subscribed,2
2023-05-09,Not subscribed,5
2023-05-10,Not subscribed,1
2023-05-11,Not subscribed,2
2023-05-12,Not subscribed,16
2023-05-13,Not subscribed,1
2023-05-14,Not subscribed,0
2023-05-15,Not subscribed,3
2023-05-16,Not subscribed,2
2023-05-17,Not subscribed,5
2023-05-18,Not subscribed,8
2023-05-19,Not subscribed,1
2023-05-20,Not subscribed,2
2023-05-21,Not subscribed,4
2023-05-22,Not subscribed,7
2023-05-23,Not subscribed,1
2023-05-24,Not subscribed,4
2023-05-25,Not subscribed,1
2023-05-26,Not subscribed,9
2023-05-27,Not subscribed,2
2023-05-28,Not subscribed,1
2023-05-29,Not subscribed,1
2023-05-30,Not subscribed,10
2023-05-31,Not subscribed,3
2023-06-01,Not subscribed,1
2023-06-02,Not subscribed,2
2023-06-03,Not subscribed,4
2023-06-04,Not subscribed,2
2023-06-05,Not subscribed,1
2023-06-06,Not subscribed,0
2023-06-07,Not subscribed,0
2023-06-08,Not subscribed,6
2023-06-09,Not subscribed,2
2023-06-10,Not subscribed,2
2023-06-11,Not subscribed,3
2023-06-12,Not subscribed,5
2023-06-13,Not subscribed,2
2023-06-14,Not subscribed,6
2023-06-15,Not subscribed,1
2023-06-16,Not subscribed,5
2023-06-17,Not subscribed,0
2023-06-18,Not subscribed,1
2023-06-19,Not subscribed,2
2023-06-20,Not subscribed,3
2023-06-21,Not subscribed,2
2023-06-22,Not subscribed,2
2023-06-23,Not subscribed,1
2023-06-24,Not subscribed,2
2023-06-25,Not subscribed,2
2023-06-26,Not subscribed,6
2023-06-27,Not subscribed,2
2023-06-28,Not subscribed,11
2023-06-29,Not subscribed,1
2023-06-30,Not subscribed,0
2023-07-01,Not subscribed,2
2023-07-02,Not subscribed,2
2023-07-03,Not subscribed,6
2023-07-04,Not subscribed,5
2023-07-05,Not subscribed,5
2023-07-06,Not subscribed,1
2023-07-07,Not subscribed,6
2023-07-08,Not subscribed,1
2023-07-09,Not subscribed,3
2023-07-10,Not subscribed,1
2023-07-11,Not subscribed,0
2023-07-12,Not subscribed,2
2023-07-13,Not subscribed,2
2023-07-14,Not subscribed,0
2023-07-15,Not subscribed,2
2023-07-16,Not subscribed,3
2023-07-17,Not subscribed,4
2023-07-18,Not subscribed,3
2023-07-19,Not subscribed,9
2023-07-20,Not subscribed,2
2023-07-21,Not subscribed,2
2023-07-22,Not subscribed,4
2023-07-23,Not subscribed,0
2023-07-24,Not subscribed,6
2023-07-25,Not subscribed,5
2023-07-26,Not subscribed,3
2023-07-27,Not subscribed,0
2023-07-28,Not subscribed,0
2023-07-29,Not subscribed,1
2023-07-30,Not subscribed,3
2023-07-31,Not subscribed,8
2023-08-01,Not subscribed,2
2023-08-02,Not subscribed,4
2023-08-03,Not subscribed,6
2023-08-04,Not subscribed,3
2023-08-05,Not subscribed,0
2023-08-06,Not subscribed,2
2023-08-07,Not subscribed,1
2023-08-08,Not subscribed,3
2023-08-09,Not subscribed,4
2023-08-10,Not subscribed,1
2023-08-11,Not subscribed,22
2023-08-12,Not subscribed,0
2023-08-13,Not subscribed,1
2023-08-14,Not subscribed,18
2023-08-15,Not subscribed,2
2023-08-16,Not subscribed,1
2023-08-17,Not subscribed,3
2023-08-18,Not subscribed,0
2023-08-19,Not subscribed,1
2023-08-20,Not subscribed,0
2023-08-21,Not subscribed,4
2023-08-22,Not subscribed,1
2023-08-23,Not subscribed,10
2023-08-24,Not subscribed,2
2023-08-25,Not subscribed,5
2023-08-26,Not subscribed,0
2023-08-27,Not subscribed,2
2023-08-28,Not subscribed,0
2023-08-29,Not subscribed,3
2023-08-30,Not subscribed,4
2023-08-31,Not subscribed,7
2023-09-01,Not subscribed,5
2023-09-02,Not subscribed,3
2023-09-03,Not subscribed,2
2023-09-04,Not subscribed,3
2023-09-05,Not subscribed,0
2023-09-06,Not subscribed,8
2023-09-07,Not subscribed,2
2023-09-08,Not subscribed,3
2023-09-09,Not subscribed,9
2023-09-10,Not subscribed,2
2023-09-11,Not subscribed,7
2023-09-12,Not subscribed,1
2023-09-13,Not subscribed,1
2023-09-14,Not subscribed,3
2023-09-15,Not subscribed,6
2023-09-16,Not subscribed,2
2023-09-17,Not subscribed,3
2023-09-18,Not subscribed,4
2023-09-19,Not subscribed,5
2023-09-20,Not subscribed,7
2023-09-21,Not subscribed,1
2023-09-22,Not subscribed,8
2023-09-23,Not subscribed,3
2023-09-24,Not subscribed,1
2023-09-25,Not subscribed,1
2023-09-26,Not subscribed,4
2023-09-27,Not subscribed,0
2023-09-28,Not subscribed,7
2023-09-29,Not subscribed,30
2023-09-30,Not subscribed,5
2023-10-01,Not subscribed,1
2023-10-02,Not subscribed,4
2023-10-03,Not subscribed,2
2023-10-04,Not subscribed,8
2023-10-05,Not subscribed,9
2023-10-06,Not subscribed,7
2023-10-07,Not subscribed,6
2023-10-08,Not subscribed,9
2023-10-09,Not subscribed,1
2023-10-10,Not subscribed,3
2023-10-11,Not subscribed,3
2023-10-12,Not subscribed,8
2023-10-13,Not subscribed,0
2023-10-14,Not subscribed,2
2023-10-15,Not subscribed,1
2023-10-16,Not subscribed,1
2023-10-17,Not subscribed,17
2023-10-18,Not subscribed,13
2023-10-19,Not subscribed,3
2023-10-20,Not subscribed,1
2023-10-21,Not subscribed,4
2023-10-22,Not subscribed,0
2023-10-23,Not subscribed,5
2023-10-24,Not subscribed,3
2023-10-25,Not subscribed,2
2023-10-26,Not subscribed,2
2023-10-27,Not subscribed,4
2023-10-28,Not subscribed,3
2023-10-29,Not subscribed,2
2023-10-30,Not subscribed,6
2023-10-31,Not subscribed,2
2023-11-01,Not subscribed,1
2023-11-02,Not subscribed,1
2023-11-03,Not subscribed,0
2023-11-04,Not subscribed,6
2023-11-05,Not subscribed,2
2023-11-06,Not subscribed,7
2023-11-07,Not subscribed,5
2023-11-08,Not subscribed,0
2023-11-09,Not subscribed,8
2023-11-10,Not subscribed,3
2023-11-11,Not subscribed,12
2023-11-12,Not subscribed,0
2023-11-13,Not subscribed,19
2023-11-14,Not subscribed,2
2023-11-15,Not subscribed,0
2023-11-16,Not subscribed,11
2023-11-17,Not subscribed,13
2023-11-18,Not subscribed,5
2023-11-19,Not subscribed,10
2023-11-20,Not subscribed,14
2023-11-21,Not subscribed,21
2023-11-22,Not subscribed,4
2023-11-23,Not subscribed,7
2023-11-24,Not subscribed,4
2023-11-25,Not subscribed,46
2023-11-26,Not subscribed,32
2023-11-27,Not subscribed,171
2023-11-28,Not subscribed,231
2023-11-29,Not subscribed,137
2023-11-30,Not subscribed,85
2023-12-01,Not subscribed,77
2023-12-02,Not subscribed,51
2023-12-03,Not subscribed,23
2023-12-04,Not subscribed,11
2023-12-05,Not subscribed,21
2023-12-06,Not subscribed,10
2023-12-07,Not subscribed,4
2023-12-08,Not subscribed,6
2023-12-09,Not subscribed,10
2023-12-10,Not subscribed,19
2023-12-11,Not subscribed,57
2023-12-12,Not subscribed,61
2023-12-13,Not subscribed,72
2023-12-14,Not subscribed,56
2023-12-15,Not subscribed,16
2023-12-16,Not subscribed,17
2023-12-17,Not subscribed,9
2023-12-18,Not subscribed,42
2023-12-19,Not subscribed,52
2023-12-20,Not subscribed,37
2023-12-21,Not subscribed,62
2023-12-22,Not subscribed,13
2023-12-23,Not subscribed,2
2023-12-24,Not subscribed,9
2023-12-25,Not subscribed,11
2023-12-26,Not subscribed,25
2023-12-27,Not subscribed,5
2023-12-28,Not subscribed,2
